desc_id;desc;fragment;video_file;start;end;relevant
79981;Leonard grabs Penny by the arms and walks her back a few steps, while standing in the living room in front of Sheldon.;s07e13_132;tbbt_s07e13.mp4;1139.42;1151.40;
83407;Bernadette touches a red dress that Amy is holding up as they stand in front of the blue couch.;s08e04_123;tbbt_s08e04.mp4;1042.29;1050.11;
291;Amy and Bernadette look at a bird on the couch, then turn to Sheldon standing in the doorway with crossed arms.;s06e01_017;tbbt_s06e01.mp4;218.77;232.13;
18709;Penny happily jumps toward Leonard on the sofa to give him a hug.;s08e08_051;tbbt_s08e08.mp4;364.91;371.04;
9411;A shot of the laptop screen, where Amy reaches forward and presses a button that shuts the video off.;s06e24_080;tbbt_s06e24.mp4;742.87;753.00;
6010003;Howard, in a green polo shirt and cap, pushes off from one wall to the opposite one, as he floats through the space station.;s06e01_037;tbbt_s06e01.mp4;393.42;401.15;
291;Amy and Bernadette look at a bird on the couch, then turn to Sheldon standing in the doorway with crossed arms.;s08e04_028;tbbt_s08e04.mp4;238.53;242.88;
80591;Leonard walks to the door, lets in Howard holding a CD and Raj, who is wearing a red hat.;s03e15_122;tbbt_s03e15.mp4;1147.03;1159.28;
16404;Bernadette, in a blue floral dress, reaches out and holds Howard's hand to comfort him while they are eating dinner.;s04e12_010;tbbt_s04e12.mp4;109.42;121.34;
296;Sheldon, with a bird on his arm, picks up a cup from a table near the sofa and offers it to the bird, which takes it.;s04e12_072;tbbt_s04e12.mp4;646.56;656.03;
55040;Raj, in a red and blue track jacket, presses his palms together and taps his fingers excitedly, smiling on the couch.;s02e21_023;tbbt_s02e21.mp4;206.58;210.96;
82961;Penny, in a red blouse, and Leonard both look down while sitting on the couch and Penny puts her hand on his shoulder.;s03e19_079;tbbt_s03e19.mp4;608.32;615.11;
3022;Penny pulls back the shower curtain and climbs inside the shower.;s02e13_085;tbbt_s02e13.mp4;927.72;936.00;
11690;Amy and Bernadette are sitting on Penny's bed on a pile of clothes when Penny comes out of her bathroom in a green dress.;s08e08_016;tbbt_s08e08.mp4;141.22;151.32;
11659;Leonard, in a black suit, comes into the apartment and slams the door, then Howard looks at his watch.;s02e01_109;tbbt_s02e01.mp4;1081.52;1087.00;
3385;A man floats across the International Space Station behind Howard at the laptop.;s06e01_069;tbbt_s06e01.mp4;743.68;757.96;
37856;Penny sits beside Sheldon on the couch with a bowl in her hand and covers herself with the blanket.;s03e15_040;tbbt_s03e15.mp4;293.34;307.59;
79981;Leonard grabs Penny by the arms and walks her back a few steps, while standing in the living room in front of Sheldon.;s01e01_049;tbbt_s01e01.mp4;509.21;522.81;
51045;Sheldon quickly drinks his whole drink while holding a red straw, then makes a happy face, at the bar.;s03e15_021;tbbt_s03e15.mp4;138.56;148.44;
79981;Leonard grabs Penny by the arms and walks her back a few steps, while standing in the living room in front of Sheldon.;s07e13_018;tbbt_s07e13.mp4;205.31;217.38;
29596;Sheldon, in green plaid pajamas, slumps from the headrest of the armchair down into the chair and makes a shushing gesture.;s02e01_103;tbbt_s02e01.mp4;1053.84;1056.97;
58103;Sheldon, in a grey shirt, hands Amy, in a purple sweater next to him, food wrapped in foil.;s03e19_094;tbbt_s03e19.mp4;691.98;696.86;
62276;Sheldon walks up and flips the light switch to turn off the lights in the laundry room.;s01e06_013;tbbt_s01e06.mp4;170.33;183.12;
11656;Sheldon lays down some cards in a couple of places on the table while playing a card game with bored Raj and Howard.;s05e13_025;tbbt_s05e13.mp4;277.28;289.65;
13987;The robotic hand drops the small package into Penny's hand, which she holds out expectantly.;s07e13_045;tbbt_s07e13.mp4;428.22;442.75;
4060;A wide shot of Stuart, Howard and Bernadette sitting down together in a cozy, antique-filled living room.;s01e06_052;tbbt_s01e06.mp4;570.20;584.62;
79007;A shot of Sheldon standing at the kitchen island in front of a row of toast, while Bernadette sits across from him.;s09e22_042;tbbt_s09e22.mp4;496.75;508.23;
11644;Penny, in a red dress, rests her arms on Leonard's shoulder while smiling at him, as Amy, in a blue dress, stands at the doorway.;s03e19_111;tbbt_s03e19.mp4;824.20;830.79;
3366;Raj lifts up his foot above the table at the canteen to show Sheldon and Leonard that he's wearing sandals.;s02e13_005;tbbt_s02e13.mp4;50.13;63.84;
13987;The robotic hand drops the small package into Penny's hand, which she holds out expectantly.;s09e22_039;tbbt_s09e22.mp4;466.59;477.27;
84012;Sheldon, in a purple shirt with black sleeves, suddenly moves his body while sitting on the couch and starts to clap as he is singing a song.;s04e12_020;tbbt_s04e12.mp4;200.41;207.46;
11679;Leonard, in a black suit, is looking at his computer while talking to his friends, who are playing a board game at the glass table.;s02e21_049;tbbt_s02e21.mp4;425.72;433.29;
79007;A shot of Sheldon standing at the kitchen island in front of a row of toast, while Bernadette sits across from him.;s06e07_098;tbbt_s06e07.mp4;955.83;967.76;
42301;Sheldon, standing in front of a bookcase, near the window with drapes, dials a number on his cell phone.;s03e15_031;tbbt_s03e15.mp4;218.12;231.81;
11644;Penny, in a red dress, rests her arms on Leonard's shoulder while smiling at him, as Amy, in a blue dress, stands at the doorway.;s02e01_131;tbbt_s02e01.mp4;1266.07;1280.15;
51045;Sheldon quickly drinks his whole drink while holding a red straw, then makes a happy face, at the bar.;s02e13_100;tbbt_s02e13.mp4;1027.46;1037.12;
7725;Penny, standing, leans forward and looks at Sheldon, who is sitting on the couch, with her hands on her knees.;s03e19_093;tbbt_s03e19.mp4;688.56;691.98;
18709;Penny happily jumps toward Leonard on the sofa to give him a hug.;s02e13_028;tbbt_s02e13.mp4;287.48;301.63;
62276;Sheldon walks up and flips the light switch to turn off the lights in the laundry room.;s03e19_169;tbbt_s03e19.mp4;1172.13;1178.01;
18709;Penny happily jumps toward Leonard on the sofa to give him a hug.;s02e13_026;tbbt_s02e13.mp4;259.15;273.31;
55040;Raj, in a red and blue track jacket, presses his palms together and taps his fingers excitedly, smiling on the couch.;s05e13_037;tbbt_s05e13.mp4;380.55;388.18;
296;Sheldon, with a bird on his arm, picks up a cup from a table near the sofa and offers it to the bird, which takes it.;s05e09_113;tbbt_s05e09.mp4;975.77;987.57;
13987;The robotic hand drops the small package into Penny's hand, which she holds out expectantly.;s05e13_090;tbbt_s05e13.mp4;936.73;947.42;
3385;A man floats across the International Space Station behind Howard at the laptop.;s06e01_071;tbbt_s06e01.mp4;772.25;786.54;
45195;Sheldon reaches for his wallet in his jacket pocket while sitting at the restaurant with Amy.;s06e01_051;tbbt_s06e01.mp4;503.33;517.17;
79987;Sheldon stands with one arm stretched straight up and the other arm down at his side, bending his body backward, looking around, uncomfortable.;s03e19_127;tbbt_s03e19.mp4;917.25;924.47;
96015;Leonard and Raj slowly walk through a doorway into a clinic pulling a robotic arm that is attached, underneath a blanket, to Howard.;s01e01_020;tbbt_s01e01.mp4;182.08;193.77;
3366;Raj lifts up his foot above the table at the canteen to show Sheldon and Leonard that he's wearing sandals.;s02e21_050;tbbt_s02e21.mp4;433.29;440.86;
82961;Penny, in a red blouse, and Leonard both look down while sitting on the couch and Penny puts her hand on his shoulder.;s03e15_046;tbbt_s03e15.mp4;378.84;389.51;
79987;Sheldon stands with one arm stretched straight up and the other arm down at his side, bending his body backward, looking around, uncomfortable.;s05e09_016;tbbt_s05e09.mp4;112.32;118.37;
3394;Bernadette adjusts her glasses when she's talking to Howard online.;s07e13_058;tbbt_s07e13.mp4;552.47;556.43;
51045;Sheldon quickly drinks his whole drink while holding a red straw, then makes a happy face, at the bar.;s06e07_085;tbbt_s06e07.mp4;804.12;818.78;
3394;Bernadette adjusts her glasses when she's talking to Howard online.;s06e07_067;tbbt_s06e07.mp4;622.37;635.93;
80591;Leonard walks to the door, lets in Howard holding a CD and Raj, who is wearing a red hat.;s06e07_083;tbbt_s06e07.mp4;785.83;794.30;
3366;Raj lifts up his foot above the table at the canteen to show Sheldon and Leonard that he's wearing sandals.;s08e08_010;tbbt_s08e08.mp4;85.17;91.66;
79981;Leonard grabs Penny by the arms and walks her back a few steps, while standing in the living room in front of Sheldon.;s02e21_054;tbbt_s02e21.mp4;473.68;485.65;
83407;Bernadette touches a red dress that Amy is holding up as they stand in front of the blue couch.;s08e08_019;tbbt_s08e08.mp4;162.20;168.54;
296;Sheldon, with a bird on his arm, picks up a cup from a table near the sofa and offers it to the bird, which takes it.;s05e09_096;tbbt_s05e09.mp4;805.22;811.77;
46843;Penny puts her wine glass on the table and gets down on one knee in front of Leonard.;s08e04_104;tbbt_s08e04.mp4;828.83;836.75;
84012;Sheldon, in a purple shirt with black sleeves, suddenly moves his body while sitting on the couch and starts to clap as he is singing a song.;s04e12_040;tbbt_s04e12.mp4;385.09;397.61;
53286;Leonard, in a red robe, looks at the ground and blinks a couple of times, then takes the money from Sheldon's hand.;s04e12_063;tbbt_s04e12.mp4;574.07;586.59;
7725;Penny, standing, leans forward and looks at Sheldon, who is sitting on the couch, with her hands on her knees.;s01e06_092;tbbt_s01e06.mp4;1020.56;1028.19;
84012;Sheldon, in a purple shirt with black sleeves, suddenly moves his body while sitting on the couch and starts to clap as he is singing a song.;s09e22_028;tbbt_s09e22.mp4;333.11;346.60;
291;Amy and Bernadette look at a bird on the couch, then turn to Sheldon standing in the doorway with crossed arms.;s04e01_004;tbbt_s04e01.mp4;39.33;50.63;
80227;Leonard, in a costume, closes his front door quickly and locks it.;s07e13_007;tbbt_s07e13.mp4;71.07;83.08;
46843;Penny puts her wine glass on the table and gets down on one knee in front of Leonard.;s09e22_035;tbbt_s09e22.mp4;413.52;426.79;
46843;Penny puts her wine glass on the table and gets down on one knee in front of Leonard.;s05e13_042;tbbt_s05e13.mp4;417.14;431.25;
80587;Leonard and Sheldon grab bottles from the kitchen island, then Sheldon sits on the couch while Leonard leans against the wall, still talking.;s04e12_030;tbbt_s04e12.mp4;300.26;304.68;
80591;Leonard walks to the door, lets in Howard holding a CD and Raj, who is wearing a red hat.;s01e06_048;tbbt_s01e06.mp4;512.51;526.93;
3366;Raj lifts up his foot above the table at the canteen to show Sheldon and Leonard that he's wearing sandals.;s06e01_024;tbbt_s06e01.mp4;292.63;299.63;
96015;Leonard and Raj slowly walk through a doorway into a clinic pulling a robotic arm that is attached, underneath a blanket, to Howard.;s02e13_061;tbbt_s02e13.mp4;700.41;710.63;
291;Amy and Bernadette look at a bird on the couch, then turn to Sheldon standing in the doorway with crossed arms.;s02e21_111;tbbt_s02e21.mp4;1040.94;1055.10;
79987;Sheldon stands with one arm stretched straight up and the other arm down at his side, bending his body backward, looking around, uncomfortable.;s06e24_074;tbbt_s06e24.mp4;690.11;696.65;
91631;Sheldon enters the bar and sits on a stool in front of Penny, with a snack lying on the bar counter.;s09e22_003;tbbt_s09e22.mp4;16.60;25.80;
16404;Bernadette, in a blue floral dress, reaches out and holds Howard's hand to comfort him while they are eating dinner.;s06e24_067;tbbt_s06e24.mp4;615.99;624.65;
3394;Bernadette adjusts her glasses when she's talking to Howard online.;s06e07_061;tbbt_s06e07.mp4;540.99;554.55;
79007;A shot of Sheldon standing at the kitchen island in front of a row of toast, while Bernadette sits across from him.;s08e08_024;tbbt_s08e08.mp4;191.32;195.40;
79987;Sheldon stands with one arm stretched straight up and the other arm down at his side, bending his body backward, looking around, uncomfortable.;s05e13_085;tbbt_s05e13.mp4;896.81;901.02;
46843;Penny puts her wine glass on the table and gets down on one knee in front of Leonard.;s05e09_107;tbbt_s05e09.mp4;892.35;906.26;
45195;Sheldon reaches for his wallet in his jacket pocket while sitting at the restaurant with Amy.;s06e07_098;tbbt_s06e07.mp4;955.83;967.76;
55040;Raj, in a red and blue track jacket, presses his palms together and taps his fingers excitedly, smiling on the couch.;s03e19_028;tbbt_s03e19.mp4;214.05;219.93;
80596;Sheldon, in plaid pants, slides to his spot on the couch after Penny gets up.;s02e01_125;tbbt_s02e01.mp4;1193.28;1205.66;
3372;Penny wipes the cream off the spatula with a tissue.;s06e07_045;tbbt_s06e07.mp4;404.70;414.87;
11656;Sheldon lays down some cards in a couple of places on the table while playing a card game with bored Raj and Howard.;s02e13_002;tbbt_s02e13.mp4;12.53;25.07;
80227;Leonard, in a costume, closes his front door quickly and locks it.;s07e13_009;tbbt_s07e13.mp4;89.26;102.85;
62276;Sheldon walks up and flips the light switch to turn off the lights in the laundry room.;s07e13_017;tbbt_s07e13.mp4;193.24;205.31;
55040;Raj, in a red and blue track jacket, presses his palms together and taps his fingers excitedly, smiling on the couch.;s04e12_125;tbbt_s04e12.mp4;1039.58;1044.46;
11656;Sheldon lays down some cards in a couple of places on the table while playing a card game with bored Raj and Howard.;s03e19_143;tbbt_s03e19.mp4;1005.00;1015.38;
28861;While Penny, Amy, and Bernadette are unboxing something, Leonard knocks on Penny's opened door.;s05e13_117;tbbt_s05e13.mp4;1183.18;1190.44;
28861;While Penny, Amy, and Bernadette are unboxing something, Leonard knocks on Penny's opened door.;s06e07_084;tbbt_s06e07.mp4;794.30;804.12;
88802;A bartender hands Raj a mint green drink and Leonard a beer bottle, at the bar.;s02e21_070;tbbt_s02e21.mp4;579.64;588.34;
84012;Sheldon, in a purple shirt with black sleeves, suddenly moves his body while sitting on the couch and starts to clap as he is singing a song.;s04e12_113;tbbt_s04e12.mp4;954.87;959.12;
38099;Raj jumps into the apartment wearing a Flash costume.;s01e06_015;tbbt_s01e06.mp4;195.91;208.70;
96015;Leonard and Raj slowly walk through a doorway into a clinic pulling a robotic arm that is attached, underneath a blanket, to Howard.;s04e01_081;tbbt_s04e01.mp4;769.35;777.24;
15762;Lucy puts aside an orange napkin and rushes away from the table where Amy and Raj are sitting.;s09e22_059;tbbt_s09e22.mp4;727.52;741.09;
15762;Lucy puts aside an orange napkin and rushes away from the table where Amy and Raj are sitting.;s09e22_057;tbbt_s09e22.mp4;700.16;713.84;
296;Sheldon, with a bird on his arm, picks up a cup from a table near the sofa and offers it to the bird, which takes it.;s05e09_009;tbbt_s05e09.mp4;77.45;81.37;
38099;Raj jumps into the apartment wearing a Flash costume.;s05e09_082;tbbt_s05e09.mp4;657.03;669.73;
55040;Raj, in a red and blue track jacket, presses his palms together and taps his fingers excitedly, smiling on the couch.;s03e19_017;tbbt_s03e19.mp4;129.30;137.51;
62276;Sheldon walks up and flips the light switch to turn off the lights in the laundry room.;s08e08_080;tbbt_s08e08.mp4;575.16;582.12;
38416;Penny sits in the back seat and shrugs her shoulders twice as they all drive in a car.;s04e01_072;tbbt_s04e01.mp4;714.42;721.89;
80227;Leonard, in a costume, closes his front door quickly and locks it.;s01e06_019;tbbt_s01e06.mp4;249.46;263.16;
37856;Penny sits beside Sheldon on the couch with a bowl in her hand and covers herself with the blanket.;s02e21_093;tbbt_s02e21.mp4;855.90;866.95;
80227;Leonard, in a costume, closes his front door quickly and locks it.;s01e06_105;tbbt_s01e06.mp4;1166.79;1171.71;
46843;Penny puts her wine glass on the table and gets down on one knee in front of Leonard.;s05e09_073;tbbt_s05e09.mp4;543.31;557.77;
38416;Penny sits in the back seat and shrugs her shoulders twice as they all drive in a car.;s06e24_114;tbbt_s06e24.mp4;973.76;985.80;
19965;Penny looks up and winks at someone, making a finger gun gesture.;s05e13_109;tbbt_s05e13.mp4;1118.87;1125.96;
3366;Raj lifts up his foot above the table at the canteen to show Sheldon and Leonard that he's wearing sandals.;s04e12_004;tbbt_s04e12.mp4;44.02;57.72;
29607;Leonard leaves Penny's apartment door to go inside his apartment and looks up at the camera.;s02e21_040;tbbt_s02e21.mp4;348.72;361.69;
86431;Penny catches Leonard and Sheldon staring at her from the hallway.;s02e21_034;tbbt_s02e21.mp4;272.48;285.19;
79981;Leonard grabs Penny by the arms and walks her back a few steps, while standing in the living room in front of Sheldon.;s05e13_088;tbbt_s05e13.mp4;916.16;926.42;
11690;Amy and Bernadette are sitting on Penny's bed on a pile of clothes when Penny comes out of her bathroom in a green dress.;s08e08_019;tbbt_s08e08.mp4;162.20;168.54;
