desc_id;desc;fragment;video_file;start;end;relevant
2060009;Michael peers through the blinds while talking on the phone, pulling them apart with his hand.;s07e23_037;office_s07e23.mp4;312.96;323.38;
9140003;Pam, in a brown coat, carrying a folded blanket under her arm, walks through the warehouse, then stops and screams in shock.;s09e14_067;office_s09e14.mp4;524.01;538.72;
5170016;Two men in suits shake hands laughing in an office with blinds, while a man sits looking on.;s07e14_099;office_s07e14.mp4;871.58;877.34;
1050025;Dwight drinks from the bottle with his mask on his face and spits.;s03e19_138;office_s03e19.mp4;1016.14;1022.94;
6090022;Andy looks at Erin, who is talking to other people, with a disgusted, forced smile.;s08e04_083;office_s08e04.mp4;660.33;674.92;
2100023;Michael in a Santa hat buys a lot of drinks at the store.;s02e10_028;office_s02e10.mp4;277.67;286.91;
7140002;Ryan, in a light shirt and striped tie, stands by Kelly, in a yellow cardigan over a floral top, who touches his arm while he covers his eyes and scratches his head, stressed.;s08e04_060;office_s08e04.mp4;484.73;491.24;
1020020;Michael tears up the yellow paper in front of people.;s02e06_050;office_s02e06.mp4;408.24;414.08;
1050025;Dwight drinks from the bottle with his mask on his face and spits.;s09e02_092;office_s09e02.mp4;630.36;643.52;
2100006;Dwight vacuums up needles under the Christmas tree.;s02e10_044;office_s02e10.mp4;389.89;400.11;
2060007;Michael sitting with his legs crossed taps his finger against a black mug.;s03e19_054;office_s03e19.mp4;370.83;379.09;
8240006;Creed poses for a photo with two elderly people beside him as a woman photographs them in front of a blue backdrop.;s08e24_076;office_s08e24.mp4;556.76;567.48;
2060031;Dwight stands up from his chair, makes a traditional martial arts salute and bows forward.;s06e09_019;office_s06e09.mp4;107.32;111.94;
1020006;A shot of Kevin sitting at the desk, writing something in a giant book with a big red pencil.;s06e05_022;office_s06e05.mp4;178.18;186.10;
6050021;Ryan sits in a meeting, staring at the phone in his hand, while others sit around him watching something.;s03e05_181;office_s03e05.mp4;1191.57;1195.99;
1020020;Michael tears up the yellow paper in front of people.;s03e05_093;office_s03e05.mp4;642.73;651.73;
3050014;Stanley stands in a long line laughing joyfully.;s09e02_127;office_s09e02.mp4;893.85;900.52;
1020028;A man puts champagne on a desk with a black nameplate on it.;s09e14_151;office_s09e14.mp4;1239.53;1252.88;
1020018;Michael laughs while holding a yellow paper in his hand.;s08e24_122;office_s08e24.mp4;953.16;960.50;
6050021;Ryan sits in a meeting, staring at the phone in his hand, while others sit around him watching something.;s02e06_162;office_s02e06.mp4;1248.75;1256.51;
9020035;A young man leans over the reception desk, holding a Newsweek magazine with a brain-map illustration of a head on the cover.;s09e04_119;office_s09e04.mp4;811.31;814.48;
2060003;Dwight talks on the phone at his desk in the bathroom while a man holding a candle walks past him.;s07e14_123;office_s07e14.mp4;1020.14;1031.32;
1020020;Michael tears up the yellow paper in front of people.;s01e02_006;office_s01e02.mp4;112.40;115.45;
7140002;Ryan, in a light shirt and striped tie, stands by Kelly, in a yellow cardigan over a floral top, who touches his arm while he covers his eyes and scratches his head, stressed.;s09e02_137;office_s09e02.mp4;958.00;963.00;
9040016;Dwight angrily drops the keys with a yellow keychain onto Jim's.;s03e05_108;office_s03e05.mp4;748.54;753.21;
